company,batch,website,industries,one_liner,description,founder_name,founder_linkedin,yc_url
Draftaid,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Go from 3D models to CAD drawings using AI,"Go from 3D models to CAD drawings using AI. Founded in 2023 by Mohammed Al-arnawoot, Abdullah Elqabbany, and Tahsin Rahman, Draftaid has 14 employees based in Toronto, ON, Canada. Draftaid is hiring for 4 roles in engineering.",Tahsin Rahman,https://linkedin.com/in/muhammed-tahsin-rahman,https://www.ycombinator.com/companies/draftaid
Draftaid,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Go from 3D models to CAD drawings using AI,"Go from 3D models to CAD drawings using AI. Founded in 2023 by Mohammed Al-arnawoot, Abdullah Elqabbany, and Tahsin Rahman, Draftaid has 14 employees based in Toronto, ON, Canada. Draftaid is hiring for 4 roles in engineering.",Mohammed Al-arnawoot,https://www.linkedin.com/in/mohammed-al-arnawoot,https://www.ycombinator.com/companies/draftaid
Ellipsis,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI code reviews & bug fixes,"AI code reviews & bug fixes. Founded in 2023 by Hunter Brooks, Ellipsis has 2 employees based in New York City. Ellipsis is hiring for 1 roles in engineering.",Hunter Brooks,https://linkedin.com/in/seanhunterbrooks,https://www.ycombinator.com/companies/ellipsis
Ellipsis,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI code reviews & bug fixes,"AI code reviews & bug fixes. Founded in 2023 by Hunter Brooks, Ellipsis has 2 employees based in New York City. Ellipsis is hiring for 1 roles in engineering.",Hunter Brooks,https://www.linkedin.com/in/seanhunterbrooks,https://www.ycombinator.com/companies/ellipsis
Ellipsis,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI code reviews & bug fixes,"AI code reviews & bug fixes. Founded in 2023 by Hunter Brooks, Ellipsis has 2 employees based in New York City. Ellipsis is hiring for 1 roles in engineering.",Nsbradford,https://www.linkedin.com/in/nsbradford,https://www.ycombinator.com/companies/ellipsis
Dime,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Dime automates administrative busywork at healthcare clinics,"Dime automates administrative busywork at healthcare clinics. Founded in 2023 by Ashish Bajaj and Akash Kumar, Dime has 3 employees based in New York City. Dime is hiring for 2 roles in engineering.",Ashish Bajaj,https://linkedin.com/in/ashish-bajaj1,https://www.ycombinator.com/companies/dime-2
Dime,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Dime automates administrative busywork at healthcare clinics,"Dime automates administrative busywork at healthcare clinics. Founded in 2023 by Ashish Bajaj and Akash Kumar, Dime has 3 employees based in New York City. Dime is hiring for 2 roles in engineering.",Akash Kumar,https://linkedin.com/in/akashkumar2296,https://www.ycombinator.com/companies/dime-2
Dime,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Dime automates administrative busywork at healthcare clinics,"Dime automates administrative busywork at healthcare clinics. Founded in 2023 by Ashish Bajaj and Akash Kumar, Dime has 3 employees based in New York City. Dime is hiring for 2 roles in engineering.",Akash Kumar,https://www.linkedin.com/in/akashkumar2296,https://www.ycombinator.com/companies/dime-2
Dime,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Dime automates administrative busywork at healthcare clinics,"Dime automates administrative busywork at healthcare clinics. Founded in 2023 by Ashish Bajaj and Akash Kumar, Dime has 3 employees based in New York City. Dime is hiring for 2 roles in engineering.",Ashish Bajaj,https://www.linkedin.com/in/ashish-bajaj1,https://www.ycombinator.com/companies/dime-2
Open,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Enterprise AI customer support,"Enterprise AI customer support. Founded in 2024 by Mohammad Gharbat, Open has 21 employees based in San Francisco. Open is hiring for 2 roles in sales.",Gharabat,https://linkedin.com/in/gharabat,https://www.ycombinator.com/companies/open
Centralize,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The relationship intelligence platform for enterprise revenue,"The relationship intelligence platform for enterprise revenue. Founded in 2023 by Rachit Kataria and Will Wang, Centralize has 9 employees based in San Francisco. Centralize is hiring for 1 roles in engineering.",Rachit Kataria,https://linkedin.com/in/rachitkataria,https://www.ycombinator.com/companies/centralize
Centralize,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The relationship intelligence platform for enterprise revenue,"The relationship intelligence platform for enterprise revenue. Founded in 2023 by Rachit Kataria and Will Wang, Centralize has 9 employees based in San Francisco. Centralize is hiring for 1 roles in engineering.",Williamwang77,https://linkedin.com/in/williamwang77,https://www.ycombinator.com/companies/centralize
Centralize,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The relationship intelligence platform for enterprise revenue,"The relationship intelligence platform for enterprise revenue. Founded in 2023 by Rachit Kataria and Will Wang, Centralize has 9 employees based in San Francisco. Centralize is hiring for 1 roles in engineering.",Rachit Kataria,https://www.linkedin.com/in/rachitkataria,https://www.ycombinator.com/companies/centralize
Centralize,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The relationship intelligence platform for enterprise revenue,"The relationship intelligence platform for enterprise revenue. Founded in 2023 by Rachit Kataria and Will Wang, Centralize has 9 employees based in San Francisco. Centralize is hiring for 1 roles in engineering.",Williamwang77,https://www.linkedin.com/in/williamwang77,https://www.ycombinator.com/companies/centralize
Firebender,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Most powerful coding agent for Android engineers,"Most powerful coding agent for Android engineers. Founded in 2023 by Kevin Tang, Firebender has 1 employees based in San Francisco. Firebender is hiring for 1 roles in engineering.",Distributed,https://linkedin.com/in/distributed,https://www.ycombinator.com/companies/firebender
Firebender,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Most powerful coding agent for Android engineers,"Most powerful coding agent for Android engineers. Founded in 2023 by Kevin Tang, Firebender has 1 employees based in San Francisco. Firebender is hiring for 1 roles in engineering.",Amangotchu,https://linkedin.com/in/amangotchu,https://www.ycombinator.com/companies/firebender
Infinity,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Business banking for cross-border SMBs & Startups,"Business banking for cross-border SMBs & Startups. Founded in 2023 by Sidharth Choraria and Sourav Choraria, Infinity has 15 employees based in Bengaluru. Infinity is hiring for 1 roles in engineering.",Sourav Choraria,https://linkedin.com/in/sourav-choraria-9b389776,https://www.ycombinator.com/companies/infinity
Infinity,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Business banking for cross-border SMBs & Startups,"Business banking for cross-border SMBs & Startups. Founded in 2023 by Sidharth Choraria and Sourav Choraria, Infinity has 15 employees based in Bengaluru. Infinity is hiring for 1 roles in engineering.",Experience,https://www.linkedin.com/in/sidharth-choraria-25411b65/details/experience,https://www.ycombinator.com/companies/infinity
Infinity,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Business banking for cross-border SMBs & Startups,"Business banking for cross-border SMBs & Startups. Founded in 2023 by Sidharth Choraria and Sourav Choraria, Infinity has 15 employees based in Bengaluru. Infinity is hiring for 1 roles in engineering.",Sourav Choraria,https://www.linkedin.com/in/sourav-choraria-9b389776,https://www.ycombinator.com/companies/infinity
Infinity,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Business banking for cross-border SMBs & Startups,"Business banking for cross-border SMBs & Startups. Founded in 2023 by Sidharth Choraria and Sourav Choraria, Infinity has 15 employees based in Bengaluru. Infinity is hiring for 1 roles in engineering.",Sidharth Choraria,https://www.linkedin.com/in/sidharth-choraria-25411b65,https://www.ycombinator.com/companies/infinity
14.ai,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI engine powering autonomous brands starting with gloglo.com,"AI engine powering autonomous brands starting with gloglo.com. Founded in 2024 by Michael Fester and Marie Schneegans, 14.ai has 3 employees based in San Francisco. 14.ai is hiring for 9 roles in operations, design, engineering, marketing, and sales.",Marie Schneegans,https://linkedin.com/in/marie-schneegans,https://www.ycombinator.com/companies/14-ai
14.ai,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI engine powering autonomous brands starting with gloglo.com,"AI engine powering autonomous brands starting with gloglo.com. Founded in 2024 by Michael Fester and Marie Schneegans, 14.ai has 3 employees based in San Francisco. 14.ai is hiring for 9 roles in operations, design, engineering, marketing, and sales.",Michael Fester,https://linkedin.com/in/michaelfester,https://www.ycombinator.com/companies/14-ai
14.ai,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI engine powering autonomous brands starting with gloglo.com,"AI engine powering autonomous brands starting with gloglo.com. Founded in 2024 by Michael Fester and Marie Schneegans, 14.ai has 3 employees based in San Francisco. 14.ai is hiring for 9 roles in operations, design, engineering, marketing, and sales.",Marie Schneegans,https://www.linkedin.com/in/marie-schneegans,https://www.ycombinator.com/companies/14-ai
14.ai,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI engine powering autonomous brands starting with gloglo.com,"AI engine powering autonomous brands starting with gloglo.com. Founded in 2024 by Michael Fester and Marie Schneegans, 14.ai has 3 employees based in San Francisco. 14.ai is hiring for 9 roles in operations, design, engineering, marketing, and sales.",Michael Fester,https://www.linkedin.com/in/michaelfester,https://www.ycombinator.com/companies/14-ai
Tamarind Bio,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI Inference Platform for Drug Discovery,"AI Inference Platform for Drug Discovery. Founded in 2023 by Deniz Kavi and Sherry Liu, Tamarind Bio has 20 employees based in San Francisco. Tamarind Bio is hiring for 6 roles in engineering, science, and sales.",Deniz Kavi,https://linkedin.com/in/deniz-kavi,https://www.ycombinator.com/companies/tamarind-bio
Tamarind Bio,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI Inference Platform for Drug Discovery,"AI Inference Platform for Drug Discovery. Founded in 2023 by Deniz Kavi and Sherry Liu, Tamarind Bio has 20 employees based in San Francisco. Tamarind Bio is hiring for 6 roles in engineering, science, and sales.",Sherry Liu,https://linkedin.com/in/sherryliu987,https://www.ycombinator.com/companies/tamarind-bio
Clarion,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The AI communication layer for healthcare,"The AI communication layer for healthcare. Founded in 2024 by Ryan Gallagher and Jeffrey Lamothe, Clarion has 14 employees based in New York City. Clarion is hiring for 9 roles in engineering, design, operations, marketing, and support.",Ryan Gallagher,https://linkedin.com/in/ryangallaghermd,https://www.ycombinator.com/companies/clarion
Clarion,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The AI communication layer for healthcare,"The AI communication layer for healthcare. Founded in 2024 by Ryan Gallagher and Jeffrey Lamothe, Clarion has 14 employees based in New York City. Clarion is hiring for 9 roles in engineering, design, operations, marketing, and support.",Lamothesde,https://linkedin.com/in/lamothesde,https://www.ycombinator.com/companies/clarion
Clarion,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The AI communication layer for healthcare,"The AI communication layer for healthcare. Founded in 2024 by Ryan Gallagher and Jeffrey Lamothe, Clarion has 14 employees based in New York City. Clarion is hiring for 9 roles in engineering, design, operations, marketing, and support.",Ryan Gallagher,https://www.linkedin.com/in/ryangallaghermd,https://www.ycombinator.com/companies/clarion
Clarion,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The AI communication layer for healthcare,"The AI communication layer for healthcare. Founded in 2024 by Ryan Gallagher and Jeffrey Lamothe, Clarion has 14 employees based in New York City. Clarion is hiring for 9 roles in engineering, design, operations, marketing, and support.",Jeffrey Lamothe,https://www.linkedin.com/in/jeffreylamothe,https://www.ycombinator.com/companies/clarion
Scout,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI insights for consumer products,"AI insights for consumer products. Founded in 2024 by Sasha Zhang, Scout has 3 employees based in San Francisco. Scout is hiring for 3 roles in operations and sales.",Sashaxzhang,https://linkedin.com/in/sashaxzhang,https://www.ycombinator.com/companies/cpgscout
Monumint,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Conversational AI purpose-built for financial services,"Conversational AI purpose-built for financial services. Founded in 2023 by Tyler Maran and Anna Pojawis, Monumint has 5 employees based in San Francisco. Monumint is hiring for 7 roles in engineering, marketing, and sales.",Tyler Maran,https://linkedin.com/in/tyler-maran,https://www.ycombinator.com/companies/monumint
Monumint,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Conversational AI purpose-built for financial services,"Conversational AI purpose-built for financial services. Founded in 2023 by Tyler Maran and Anna Pojawis, Monumint has 5 employees based in San Francisco. Monumint is hiring for 7 roles in engineering, marketing, and sales.",Anna Pojawis,https://www.linkedin.com/in/annapoj,https://www.ycombinator.com/companies/monumint
Respan,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"Self-driving observability, evals, and gateway for AI agents","Self-driving observability, evals, and gateway for AI agents. Founded in 2023 by Raymond Huang and Andy Li, Respan has 15 employees based in San Francisco. Respan is hiring for 11 roles in marketing, sales, engineering, operations, and design.",Hanheli,https://linkedin.com/in/hanheli,https://www.ycombinator.com/companies/respan
Respan,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"Self-driving observability, evals, and gateway for AI agents","Self-driving observability, evals, and gateway for AI agents. Founded in 2023 by Raymond Huang and Andy Li, Respan has 15 employees based in San Francisco. Respan is hiring for 11 roles in marketing, sales, engineering, operations, and design.",Yunrui Huang,https://www.linkedin.com/in/yunrui-huang,https://www.ycombinator.com/companies/respan
PromptArmor,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,LLM Security and Compliance,"LLM Security and Compliance. Founded in 2023 by Vikram Jayanthi and Shankar Krishnan, PromptArmor has employees based in San Francisco. PromptArmor is hiring for 1 roles in operations.",Shankar Krishnan,https://linkedin.com/in/shankar-krishnan,https://www.ycombinator.com/companies/promptarmor
PromptArmor,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,LLM Security and Compliance,"LLM Security and Compliance. Founded in 2023 by Vikram Jayanthi and Shankar Krishnan, PromptArmor has employees based in San Francisco. PromptArmor is hiring for 1 roles in operations.",Vikram Jayanthi,https://linkedin.com/in/vikramjayanthi,https://www.ycombinator.com/companies/promptarmor
Zaymo,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Interactive email builder for ecommerce brands,"Interactive email builder for ecommerce brands. Founded in 2023 by Brice Douglas and Daniel Jones, Zaymo has 13 employees based in Lehi, UT, USA. Zaymo is hiring for 4 roles in product, engineering, and sales.",Brice Douglas,https://linkedin.com/in/bricedouglas,https://www.ycombinator.com/companies/zaymo
Zaymo,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Interactive email builder for ecommerce brands,"Interactive email builder for ecommerce brands. Founded in 2023 by Brice Douglas and Daniel Jones, Zaymo has 13 employees based in Lehi, UT, USA. Zaymo is hiring for 4 roles in product, engineering, and sales.",Daniel Kj,https://linkedin.com/in/daniel-kj,https://www.ycombinator.com/companies/zaymo
Zaymo,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Interactive email builder for ecommerce brands,"Interactive email builder for ecommerce brands. Founded in 2023 by Brice Douglas and Daniel Jones, Zaymo has 13 employees based in Lehi, UT, USA. Zaymo is hiring for 4 roles in product, engineering, and sales.",Gomezpaz,https://linkedin.com/in/gomezpaz,https://www.ycombinator.com/companies/zaymo
Meticulate,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Making it easy for B2B sales teams to send stellar outbound,"Making it easy for B2B sales teams to send stellar outbound. Founded in 2024 by Wilbur Li and Joseph Palakapilly, Meticulate has 5 employees based in San Francisco. Meticulate is hiring for 2 roles in engineering.",Li Wilbur,https://www.linkedin.com/in/li-wilbur,https://www.ycombinator.com/companies/meticulate
Meticulate,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Making it easy for B2B sales teams to send stellar outbound,"Making it easy for B2B sales teams to send stellar outbound. Founded in 2024 by Wilbur Li and Joseph Palakapilly, Meticulate has 5 employees based in San Francisco. Meticulate is hiring for 2 roles in engineering.",Jpalakapilly,https://linkedin.com/in/jpalakapilly,https://www.ycombinator.com/companies/meticulate
CloudCruise,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The developer platform for fast and reliable browser agents,"The developer platform for fast and reliable browser agents. Founded in 2024 by Felix Martin Eckert and Adrian Ziegler, CloudCruise has 5 employees based in San Francisco. CloudCruise is hiring for 3 roles in operations and engineering.",Adrian Ziegler,https://linkedin.com/in/adrian-ziegler,https://www.ycombinator.com/companies/cloudcruise
CloudCruise,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The developer platform for fast and reliable browser agents,"The developer platform for fast and reliable browser agents. Founded in 2024 by Felix Martin Eckert and Adrian Ziegler, CloudCruise has 5 employees based in San Francisco. CloudCruise is hiring for 3 roles in operations and engineering.",Felix Eckert 807095191,https://linkedin.com/in/felix-eckert-807095191,https://www.ycombinator.com/companies/cloudcruise
atopile,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,We make tools to design electronics circuit boards with code,"We make tools to design electronics circuit boards with code. Founded in 2023 by Narayan Powderly, atopile has 5 employees based in San Francisco. atopile is hiring for 1 roles in engineering.",Narayan Powderly,https://linkedin.com/in/narayan-powderly-21949a180,https://www.ycombinator.com/companies/atopile
atopile,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,We make tools to design electronics circuit boards with code,"We make tools to design electronics circuit boards with code. Founded in 2023 by Narayan Powderly, atopile has 5 employees based in San Francisco. atopile is hiring for 1 roles in engineering.",Matthew Wildoer 467A4992,https://linkedin.com/in/matthew-wildoer-467a4992,https://www.ycombinator.com/companies/atopile
atopile,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,We make tools to design electronics circuit boards with code,"We make tools to design electronics circuit boards with code. Founded in 2023 by Narayan Powderly, atopile has 5 employees based in San Francisco. atopile is hiring for 1 roles in engineering.",Timotheepeter,http://https//www.linkedin.com/in/timotheepeter,https://www.ycombinator.com/companies/atopile
Trellis AI,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Accelerate Medication Access with AI,"Accelerate Medication Access with AI. Founded in 2024 by Mac Klinkachorn and Jacky Lin, Trellis AI has 34 employees based in San Francisco. Trellis AI is hiring for 21 roles in product, operations, and engineering.",Sirapop Klinkachorn Stanford,https://linkedin.com/in/sirapop-klinkachorn-stanford,https://www.ycombinator.com/companies/trellis-ai
Trellis AI,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Accelerate Medication Access with AI,"Accelerate Medication Access with AI. Founded in 2024 by Mac Klinkachorn and Jacky Lin, Trellis AI has 34 employees based in San Francisco. Trellis AI is hiring for 21 roles in product, operations, and engineering.",Jhslin,https://linkedin.com/in/jhslin,https://www.ycombinator.com/companies/trellis-ai
Greenboard,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Modern OS for the financial back office.,"Modern OS for the financial back office. . Founded in 2023 by Dave Feldman and Edward Schembor, Greenboard has 26 employees based in New York City. Greenboard is hiring for 4 roles in engineering and sales.",David Feldman,https://linkedin.com/in/david-feldman,https://www.ycombinator.com/companies/greenboard
Greenboard,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Modern OS for the financial back office.,"Modern OS for the financial back office. . Founded in 2023 by Dave Feldman and Edward Schembor, Greenboard has 26 employees based in New York City. Greenboard is hiring for 4 roles in engineering and sales.",Edward Schembor,https://linkedin.com/in/edwardschembor,https://www.ycombinator.com/companies/greenboard
Greenboard,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Modern OS for the financial back office.,"Modern OS for the financial back office. . Founded in 2023 by Dave Feldman and Edward Schembor, Greenboard has 26 employees based in New York City. Greenboard is hiring for 4 roles in engineering and sales.",David Feldman,https://www.linkedin.com/in/david-feldman,https://www.ycombinator.com/companies/greenboard
Greenboard,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Modern OS for the financial back office.,"Modern OS for the financial back office. . Founded in 2023 by Dave Feldman and Edward Schembor, Greenboard has 26 employees based in New York City. Greenboard is hiring for 4 roles in engineering and sales.",Edward Schembor,https://www.linkedin.com/in/edwardschembor,https://www.ycombinator.com/companies/greenboard
Artisan,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"AI employees called Artisans, starting with an AI BDR","AI employees called Artisans, starting with an AI BDR. Founded in 2023 by Jaspar Carmichael-Jack, Artisan has 37 employees based in San Francisco. Artisan is hiring for 11 roles in engineering, operations, design, product, marketing, and sales.",Jaspar Carmichael-Jack,https://linkedin.com/in/jaspar-carmichael-jack,https://www.ycombinator.com/companies/artisan
ROE,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI for risk and compliance,"AI for risk and compliance. Founded in 2023 by Richard Meng, ROE has 9 employees based in San Francisco. ROE is hiring for 2 roles in engineering.",Berkeleymeng,https://linkedin.com/in/berkeleymeng,https://www.ycombinator.com/companies/roe
ROE,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI for risk and compliance,"AI for risk and compliance. Founded in 2023 by Richard Meng, ROE has 9 employees based in San Francisco. ROE is hiring for 2 roles in engineering.",Jason Wang A29851128,https://linkedin.com/in/jason-wang-a29851128,https://www.ycombinator.com/companies/roe
FurtherAI,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI Workforce for the Insurance Industry,"AI Workforce for the Insurance Industry. Founded in 2023 by Sashank Gondala and Aman Gour, FurtherAI has 36 employees based in San Francisco. FurtherAI is hiring for 14 roles in engineering, marketing, sales, operations, support, and design.",Aman Gour,https://linkedin.com/in/amangour,https://www.ycombinator.com/companies/furtherai
FurtherAI,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI Workforce for the Insurance Industry,"AI Workforce for the Insurance Industry. Founded in 2023 by Sashank Gondala and Aman Gour, FurtherAI has 36 employees based in San Francisco. FurtherAI is hiring for 14 roles in engineering, marketing, sales, operations, support, and design.",Sashank Gondala,https://linkedin.com/in/sashank-gondala-083132a0,https://www.ycombinator.com/companies/furtherai
FurtherAI,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI Workforce for the Insurance Industry,"AI Workforce for the Insurance Industry. Founded in 2023 by Sashank Gondala and Aman Gour, FurtherAI has 36 employees based in San Francisco. FurtherAI is hiring for 14 roles in engineering, marketing, sales, operations, support, and design.",Sashank Gondala,https://www.linkedin.com/in/sashank-gondala-083132a0,https://www.ycombinator.com/companies/furtherai
Arini,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI receptionist for dentists,"AI receptionist for dentists. Founded in 2024 by Abdul Jamjoom and Rami Rustom, Arini has 17 employees based in San Francisco. Arini is hiring for 3 roles in engineering.",Abdul Jamjoom,https://linkedin.com/in/abduljamjoom,https://www.ycombinator.com/companies/arini
Arini,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI receptionist for dentists,"AI receptionist for dentists. Founded in 2024 by Abdul Jamjoom and Rami Rustom, Arini has 17 employees based in San Francisco. Arini is hiring for 3 roles in engineering.",Rami Rustom,https://linkedin.com/in/ramirustom,https://www.ycombinator.com/companies/arini
Arini,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI receptionist for dentists,"AI receptionist for dentists. Founded in 2024 by Abdul Jamjoom and Rami Rustom, Arini has 17 employees based in San Francisco. Arini is hiring for 3 roles in engineering.",Abdul Jamjoom,https://www.linkedin.com/in/abduljamjoom,https://www.ycombinator.com/companies/arini
Arini,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI receptionist for dentists,"AI receptionist for dentists. Founded in 2024 by Abdul Jamjoom and Rami Rustom, Arini has 17 employees based in San Francisco. Arini is hiring for 3 roles in engineering.",Rami Rustom,https://www.linkedin.com/in/ramirustom,https://www.ycombinator.com/companies/arini
Paradigm,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,A reimagined workspace with AI at its core,"A reimagined workspace with AI at its core. Founded in 2024 by Anna Monaco, Paradigm has 8 employees based in San Francisco. Paradigm is hiring for 2 roles in engineering and operations.",Anna Monaco,https://linkedin.com/in/anna-monaco,https://www.ycombinator.com/companies/paradigm
PointOne,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI Time Platform for Law Firms,"AI Time Platform for Law Firms. Founded in 2023 by Jeremy Ben-Meir and Katon Luaces, PointOne has 15 employees based in New York City. PointOne is hiring for 12 roles in engineering, sales, and operations.",Katon Luaces,https://linkedin.com/in/katon-luaces,https://www.ycombinator.com/companies/pointone
PointOne,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI Time Platform for Law Firms,"AI Time Platform for Law Firms. Founded in 2023 by Jeremy Ben-Meir and Katon Luaces, PointOne has 15 employees based in New York City. PointOne is hiring for 12 roles in engineering, sales, and operations.",Jeremy Ben-Meir,https://linkedin.com/in/jeremyben-meir,https://www.ycombinator.com/companies/pointone
AveryIQ,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI Copilot for Property Managers and Landlords,"AI Copilot for Property Managers and Landlords. Founded in 2025 by Andrew Kouri, AveryIQ has 3 employees based in Austin, TX, USA. AveryIQ is hiring for 2 roles in engineering and sales.",Andrew Kouri,https://linkedin.com/in/andrewkouri,https://www.ycombinator.com/companies/averyiq
Wavelength,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Build Magical Customer Experiences,"Build Magical Customer Experiences. Founded in 2023 by Deepali Jain and Pranav Mallampalli, Wavelength has 3 employees based in San Francisco. Wavelength is hiring for 2 roles in engineering.",Pranav Mallampalli,https://www.linkedin.com/in/pranavmallampalli,https://www.ycombinator.com/companies/wavelength
Wavelength,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Build Magical Customer Experiences,"Build Magical Customer Experiences. Founded in 2023 by Deepali Jain and Pranav Mallampalli, Wavelength has 3 employees based in San Francisco. Wavelength is hiring for 2 roles in engineering.",Deepali Jain,https://linkedin.com/in/deepalijain1,https://www.ycombinator.com/companies/wavelength
Pivot Robotics,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI for Robot Arms in Factories,"AI for Robot Arms in Factories. Founded in 2023 by Siddharth Girdhar and Vignesh Rajmohan, Pivot Robotics has 7 employees based in San Francisco. Pivot Robotics is hiring for 2 roles in engineering.",Siddharth Girdhar,https://linkedin.com/in/siddharthgir,https://www.ycombinator.com/companies/pivot-robotics
Pivot Robotics,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI for Robot Arms in Factories,"AI for Robot Arms in Factories. Founded in 2023 by Siddharth Girdhar and Vignesh Rajmohan, Pivot Robotics has 7 employees based in San Francisco. Pivot Robotics is hiring for 2 roles in engineering.",Vignesh Rajmohan,https://linkedin.com/in/vignesh-rajmohan,https://www.ycombinator.com/companies/pivot-robotics
